StationCode,County,COMID,CALWNUM,PSARegion,PSA9c_1987,PSA6c,PSA9c,PSA10c,Eco_III_1987,Eco_III_2010,New_Lat,New_Long,ELEV_RANGE,BDH_AVE,PPT_00_09,LPREM_mean,KFCT_AVE,TEMP_00_09,P_MEAN,N_MEAN,PRMH_AVE,AREA_SQKM,SITE_ELEV,MgO_Mean,S_Mean,SumAve_P,CaO_Mean,FlowStatus,Ag_2000_1K,Ag_2000_5K,Ag_2000_WS,CODE_21_2000_1K,CODE_21_2000_5K,CODE_21_2000_WS,URBAN_2000_1K,URBAN_2000_5K,URBAN_2000_WS,RoadDens_1K,RoadDens_5K,RoadDens_WS,PAVED_INT_1K,PAVED_INT_5K,PAVED_INT_WS,PerManMade_WS,InvDamDist,MINES_5K,MINES_WS,GravelMineDensL_R5K,MaxOfCOND,MaxOfW1_HALL,BPJ_Nonref,Active,UCS_Mean,AtmCa,AtmMg,AtmSO4,MINP_WS,MEANP_WS,TMAX_WS,XWD_WS,MAXWD_WS,LST32AVE,PCT_CENOZ,PCT_NOSED,PCT_QUART,PCT_SEDIM,PCT_VOLCNC,MAFLOWU,MAX_ELEV,NHD_SO,FinalCaty5,final_wgt5,LogWSA,Invasives,W1_Hall_screening,CondQR01,CondQR50,CondQR99,CondQR99c,SiteStatus,W1Hall.PF,Cond.PF,Ag.PF,Urb.PF,AgUrb.PF,Cd21.PF,RoadDens.PF,Intersections.PF,Dams.PF,ManMade.PF,Mines.PF,RegionalStrata,DevelopmentSet,SiteSet,Log_P_MEAN,Log_N_MEAN,SiteWgt,Survey,BioticGroup,E,Enull,BC.null,GroupGroup,CaO_Mean.r,MgO_Mean.r,S_Mean.r,UCS_Mean.r,LPREM_mean.r,MINP_WS.r,MEANP_WS.r,SumAve_P.r,TMAX_WS.r,XWD_WS.r,MAXWD_WS.r,LST32AVE.r,BDH_AVE.r,KFCT_AVE.r,PRMH_AVE.r,ELEV_RANGE.r,MAX_ELEV.r,Log_N_MEAN.r,Log_P_MEAN.r,PCT_CENOZ.r,PCT_NOSED.r,PCT_QUART.r,PCT_SEDIM.r,PCT_VOLCNC.r,PPT_00_09.r,TEMP_00_09.r,LogWSA.r,CondQR50.r,Nat.PC1,Nat.PC2,Nat.PC3,Nat.PC4,Nat.PC5,Nat.PC6,Nat.PC7,Nat.PC8,Nat.PC9,Nat.PC10,Nat.PC11,Nat.PC12,Nat.PC13,Nat.PC14,Nat.PC15,Nat.PC16,Nat.PC17,Nat.PC18,Nat.PC19,Nat.PC20,Nat.PC21,Nat.PC22,Nat.PC23,Nat.PC24,Nat.PC25,Nat.PC26,Nat.PC27,Nat.PC28
205CE0580,Santa Clara,17693111,2205.400202,Coastal_Chaparral,CHco,CH,CHco,CHco,6,1,37.19987357,-122.0147537,642.7200012,1.464,76166.70313,-0.5829,0.204,2128.699951,0.1499,0.0486,3.821,7.555828,272.2799988,4.8961,0.4193,1006.3667,9.405,Perennial,0,0.1582,0.1548,2.3256,7.2663,7.108,0,0,0,0.979983776,2.438031732,2.41300011,0,2,2,0,0,0,0,0,463,0,FALSE,TRUE,109.8581,0.0443,0.0379,0.2592,2.5,1182.6,271.4167,59.7083,10,59.88,0,0,0,100,0,2.76519,915,2,NA,NA,0.878282063,Not detected,0,31,289,912.5885714,912.5885714,Intermediate,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,CHco,Other,Other,-0.823908741,-1.313274379,52.83031746,CMAP,NA,15.59453311,10.67230444,0.217642671,NA,3.178221803,0.349981037,-0.012042243,23.10790372,0.031804018,1.114883584,115.5092778,-29.05472557,-11.25350272,-4.896834424,-0.593824165,-8.384375526,-0.033018588,-0.028771568,0.797011901,-163.8792881,-163.8764514,0.0335982,0.130572406,-40.29345879,-9.917603757,-1.291268048,8.315758671,2.138543868,-13173.75776,63.47941866,-0.665274116,-77.8101858,-0.263688692,-0.561397415,-0.276212022,-0.549301948,-0.561220892,-0.625812291,0.252961529,-0.69892057,-0.301854488,-0.142077791,-1.377618021,0.159734329,0.552188275,-1.139708471,0.378840859,-0.681084559,-0.557286757,-0.330645634,-0.257986037,0.321374931,-0.474754027,-0.342080603,0.148244915,-0.5427227,-0.106444061,0.0442378,0.009005803,4.33E-07
205COY140,Santa Clara,17694083,2205.300703,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.39910608,-121.7969277,821.1799927,1.530566667,62473.10156,-0.749233333,0.295833333,2039.199951,0.091966667,0.045966667,2.654533333,51.393137,183.8200073,4.970233333,0.787966667,719.6190667,11.95053333,Perennial,0,0,0,5.385,2.6197,2.0354,0,0,0,0.787668485,0.592069416,0.476850202,0,1,3,0,0.283286121,3,3,0,491,3.19,FALSE,TRUE,78.97953333,0.0453,0.043066667,0.2668,1,651.0155,265.9409333,59.84536667,10.0592,80.51643333,0,0,0,99.99999989,0,7.60663,1005,3,NA,NA,1.710905128,Not detected,3.19,69,382,1166.717068,2000,Intermediate,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Fail,CHco,Other,Other,-1.035897579,-1.337462515,NA,NA,NA,13.20866776,10.67230444,0.224916076,NA,5.929703853,0.587063383,0.420476512,-9.644721174,-0.163602064,-0.612748452,-382.971765,-551.1554903,-25.39095779,-4.455054831,-0.327917482,10.66564996,0.035307428,0.061607071,-0.164560658,-86.66615687,-86.66480792,-0.01953895,-0.111796628,-37.22912985,-10.75574415,-3.090114545,16.75862782,-3.914257667,-22553.19476,-101.0895119,0.023153216,28.59175109,1.627736842,-0.010911666,-0.085083728,-0.626672104,1.059207778,-1.80099383,0.050374087,0.306293427,-0.471909175,0.528351872,-0.466560881,-1.215981599,0.196872582,0.815388991,-1.035994108,-1.568621654,-0.732484858,0.258371269,-0.451712645,0.374000446,-0.132515581,-0.036445893,-0.662502528,0.069799568,-0.522821393,0.117174362,0.033941249,-9.01E-06
205CYCAHH,Santa Clara,17694881,2205.300201,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.10146022,-121.4722256,824.5299988,1.5306,61918.19922,-0.697,0.2825,2185.300049,0.0826,0.0408,3.3957,208.152446,285.4700012,4.1692,0.1656,556.4493,4.6373,Perennial,0,0,0,1.858,0.8911,0.6226,0,0,0,0.615385193,0.556591356,0.258834772,0,9,10,0,0,0,0,0,683,0.52,FALSE,TRUE,98.7063,0.0429,0.0319,0.2435,0.392,602.7108,313.924,55.3251,9.3174,64.0867,0,0,0,100,0,41.03565,1110,3,NA,NA,2.318381519,Not detected,0.52,38,348.654321,1080.209091,2000,Reference,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,CHco,Validation,RefVal,-1.08249449,-1.389233405,NA,NA,NA,9.720232992,10.67230444,0.239879036,NA,-1.368884273,-0.055747031,-0.20367091,8.130981161,-0.047974707,-1.423751236,-402.6057257,-722.2798898,25.56926057,-7.399149251,-0.840979424,-8.918942935,0.033625225,0.051816162,0.109230065,-86.10363082,-86.10202632,-0.058646366,-0.163686585,-37.15745249,-15.17401694,-3.213134272,20.55500551,-3.118001231,-20320.44782,68.32656369,0.659248074,-6.883620324,1.059622128,0.423258812,-1.922667944,-0.027921598,0.235673063,-0.048950235,-0.7086046,1.503366095,0.649294358,-0.676869531,-0.194998246,-0.392544772,0.290539748,1.006844608,0.105062078,-0.174335984,-1.03751126,0.141410031,0.454640897,0.054977608,-0.211752499,-0.234328167,-0.158679958,0.364539016,-0.017915282,0.045382153,0.036718516,1.60E-05
205PER010,Santa Clara,17693221,2205.5004,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.42116,-122.086663,855,1.456633333,38349.80078,1.647666667,0.313166667,2107.899902,0.1351,0.705133333,1.010266667,53.05891987,4.17000008,1.506133333,0.099533333,453.8526667,2.226066667,Perennial,0,0,0,0.8492,4.1563,16.1446,99.001,95.8268,52.5723,12.31258886,13.8858939,9.200497074,6,27,85,7.253981282,0,1,8,NA,NA,NA,FALSE,TRUE,27.26066667,0.045533333,0.045533333,0.272833333,0.031733333,453.9258,264.8015667,49.40913333,8.4048,41.33846667,98.85988776,0,98.85988776,3.420336732,0,1.6239,859,3,NA,NA,1.724758405,Not detected,0,31,300,1162.953617,2000,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,CH,Validation,StressVal,-0.869023308,-0.151722596,NA,NA,NA,10.52998039,10.67230444,0.458787725,NA,-3.917716798,-3.069859188,-0.295142717,-57.41073571,2.16285043,-0.763755304,-584.4895726,-571.9717191,-32.08231233,-14.08661326,-1.975200526,-19.20313029,-0.047861496,0.070103889,-1.117366251,-38.81911496,-38.98790226,1.142254811,0.073163716,58.68406963,-5.370103563,95.70933878,-87.16823012,-1.995493227,-47912.16943,-92.62312923,0.003523773,-74.91403238,3.28734539,2.398152804,-0.427502411,4.99887756,-3.203140372,0.547432904,-1.66862092,-2.117036091,0.106183053,0.344401368,2.31456794,0.077467688,1.907218755,-0.066548777,-1.207264643,-0.77183657,0.161563783,-0.038589688,0.166862033,-0.122552679,-0.548818435,-0.294318981,-0.321281712,0.131956986,-0.064223614,0.080811733,0.157172881,-0.00019647
205PER070,Santa Clara,17693015,2205.5004,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.329432,-122.085838,740,1.473366667,51820.60156,-0.5892,0.231566667,2194.800049,0.153466667,0.041933333,3.2195,9.961251639,119.2099991,2.962533333,0.058133333,675.6389,4.598133333,Perennial,0,0,0,32.2689,16.5147,15.4798,25.3782,17.6646,16.1034,6.757833891,3.594778107,3.551145808,4,12,12,0,0,2,2,NA,NA,NA,FALSE,TRUE,118.2956333,0.045,0.045,0.266966667,0.6,706.3195333,283.2,56.80613333,9.429133333,51.86286667,92.28655832,0,92.28655832,11.57016253,0,0.3861,859,2,NA,NA,0.998313911,Not detected,0,31,300,861.616,861.616,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,CH,Validation,StressVal,-0.813703042,-1.377337062,NA,NA,NA,10.95276451,10.67230444,0.22270998,NA,-1.59455834,-1.618748688,-0.356065569,32.94860511,-0.032859442,-0.423684896,-347.8733444,-339.4761529,-7.218319832,-7.264167696,-1.066823445,-11.72759912,-0.027945963,-0.00718082,0.719358099,-110.1203605,-110.3283733,-0.059580854,0.135881054,51.86903438,-7.040107701,90.04879031,-80.19917925,0.104960269,-36166.87213,55.62908183,-0.63945775,-72.15476502,0.480982448,0.917286837,-1.607012295,2.135292993,-2.368701724,0.5646883,-0.92229916,-3.891327733,-0.774581516,-1.275734023,1.755688449,0.25824328,1.8053143,0.164816126,-0.935900724,-0.020366568,0.27356936,-0.38878043,0.207708607,0.284994535,-0.785901334,-0.420145452,0.587712841,0.235624196,0.261950357,-0.03879204,0.027696592,-0.000244278
205PS0045,Santa Clara,17695691,2205.4005,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.29394594,-121.9330011,1106.220001,1.4985,41223.30078,-0.4988,0.2602,2198.899902,0.1248,0.1001,3.3057,119.02544,48.77999878,5.547,0.3488,892.5342,7.1969,Perennial,0,0,0.0348,0.235,2.5137,10.8803,99.765,92.7825,7.4864,14.61900711,13.85872185,4.264563656,4,20,92,3.110784767,0.088339225,0,3,0,123.7,4.91,FALSE,TRUE,90.7609,0.044,0.0366,0.2556,2.3121,1129.9008,277.6808,67.5627,10.928,61.0607,8.240591232,0,8.240591232,91.75937488,0,23.69693,1155,3,NA,NA,2.075639796,Detected,4.91,28,292,859.865,859.865,Stressed,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Pass,CH,Calibration,StressCal,-0.903437562,-0.999522539,11.64620421,PSA,NA,10.00635434,10.67230444,0.295969203,NA,1.066655784,1.047998902,-0.04460439,5.12800255,0.044516713,1.411557453,105.2289409,-145.9051981,-18.0638287,4.769437596,0.655608781,-1.024587686,-0.006616414,0.018763497,0.968653541,208.1786847,208.1799711,0.299525417,0.035357395,-31.78763228,-7.41596204,4.985415984,3.172700197,-1.829913841,-43663.54516,7.265322865,0.363447099,-83.26977714,-0.412909443,0.71700809,0.15459025,0.40489495,-0.174750456,-0.85916167,-0.36363621,0.199616473,0.128220467,-0.07015496,-0.643930121,-1.027260363,0.87472677,0.031588888,-0.045698438,-0.269088385,-0.520708014,0.236411178,-0.147427767,0.425404946,-0.231688478,-0.660159925,0.167368312,-1.074032165,0.031013545,-0.05607186,0.037553348,-2.58E-06
205PS0074,Santa Clara,17693217,2205.5004,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.45428754,-122.1336028,775.0100002,1.4199,37799,-0.6553,0.2673,2078.300049,0.1369,0.0544,1.834,100.478703,6.98999977,3.3074,0.67,852.8787,7.2648,Perennial,0,0,0.3806,35.0427,48.5577,27.5794,64.9573,51.4423,6.3167,13.18777533,13.03462168,4.428386093,2,10,110,3.745630659,0.126582277,0,4,0,NA,NA,FALSE,TRUE,85.0146,0.0455,0.0423,0.2739,0.275,823.187,284.0417,66.9773,10.5974,51.6851,7.314186802,0,7.314186802,92.68581067,0,4.04126,782,3,NA,NA,2.00207402,Not detected,0,25,300,1070.76087,2000,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Pass,CH,Validation,StressVal,-0.863279433,-1.264321274,11.64620421,PSA,NA,12.27791914,10.67230444,0.550144092,NA,1.113304366,-1.291623662,0.273159504,0.50146015,-0.143251765,-0.531711135,-221.904195,-173.2788575,-12.31385756,3.143069587,0.165017094,-8.9168805,-0.083755411,0.024411869,-0.282559617,-112.3125661,-112.3112811,0.031376063,0.080561377,-32.86998651,-4.986502436,4.313941251,1.428665302,-1.844338548,-49129.18788,-116.343072,0.288708531,-73.91475537,0.562393739,0.163616924,0.037510319,0.212980842,-0.755997918,-1.485573618,0.315232254,0.386923813,-0.52013582,0.086938308,-0.480730627,-0.693036418,0.938634051,0.643848888,-0.50311371,0.003290929,-0.182791502,-0.270656159,0.231195869,0.177579767,-0.871010138,-0.777994704,-0.414361959,-0.715100298,-0.901686514,-0.188782985,0.051670859,-1.47E-05
205PS0106,Santa Clara,17695611,2205.3008,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.38432377,-121.9077028,1095,1.470666667,37684.69922,1.3247,0.323366667,2158.899902,0.117533333,0.6227,1.239366667,809.9345098,15.35999966,2.490066667,0.194233333,429.1747333,3.226266667,Perennial,0,0,1.8774,14.2096,10.3954,5.9678,85.7904,89.547,12.5656,12.1256201,12.75872101,2.408090446,6,41,501,8.10510297,0.07469166,0,11,NA,NA,NA,FALSE,TRUE,25.19536667,0.044766667,0.044766667,0.2623,0.217833333,459.3013,279.375,50.5745,9.120033333,48.83703333,67.8555446,0,67.8555446,48.2166831,0,152.03215,1110,5,NA,NA,2.908449904,Not detected,0,36,348.3937282,1161.791807,2000,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,NA,CH,Validation,StressVal,-0.929469598,-0.20571416,8.120774517,PSA,NA,10.09918035,10.67230444,0.295969203,NA,-2.84717437,-1.980135191,-0.180984237,-60.78340732,1.853588119,-0.734804831,-559.7110269,-677.0895399,-19.00624239,-12.34116189,-1.123676787,-13.46351638,-0.033596177,0.081256937,-0.996929619,169.3164897,168.9573401,1.084286959,0.001327965,28.71000541,-7.2033641,64.12365563,-38.38925325,-3.618593235,-46337.57274,-55.06940015,1.153870257,-22.56636884,3.117094178,2.827789109,-0.090333121,3.657522548,-1.871231387,0.313113924,-1.430765255,-0.189593596,0.404620632,0.374610341,1.54038798,-0.450879128,1.702085231,0.640116148,-0.526808017,-0.699988954,-0.142780418,0.136138556,0.445606996,-0.004653875,-0.142244705,-0.687993555,-0.552972526,0.1241254,-0.116338568,0.298013303,-0.100506142,-0.000407746
205PS0109,Santa Clara,17694189,2205.4005,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.29339767,-121.8804165,1110,1.466666667,39972.60156,1.454433333,0.3292,2199.800049,0.125666667,0.654933333,1.0922,217.9172145,39.58000183,2.802066667,0.156266667,487.3103333,2.623666667,Perennial,0,0,0.5085,3.1526,7.3315,9.6616,96.8474,90.673,36.6368,16.33146455,14.71854712,6.829577054,6,51,294,15.58489035,0.094251637,0,20,NA,NA,NA,FALSE,TRUE,27.47193333,0.044433333,0.044433333,0.259066667,0.964366667,543.5187333,284.4072333,49.969,8.7434,53.7487,71.7430309,0,71.7430309,84.77090731,0,35.4178,1150,4,NA,NA,2.338291539,Detected,0,31,348.0302115,1160.302857,2000,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,NA,CH,Validation,StressVal,-0.900434448,-0.183796274,8.120774517,PSA,NA,10.12240771,10.67230444,0.295969203,NA,-3.480405499,-1.665162853,-0.229243774,-58.4741837,1.997295079,0.041866141,-473.7380449,-576.2286565,-12.48252557,-12.59298931,-1.476410964,-8.52756946,-0.038718287,0.087577835,-1.236360455,197.7860913,198.2071842,1.111492805,0.034184654,32.04755027,-7.774354827,68.21704887,-2.510144103,-2.540261888,-44067.53387,-2.463737384,0.607160057,-26.35296472,3.311382946,2.503232554,0.14676018,3.585669423,-1.715028688,0.726386896,-1.376378425,-0.105957602,0.6890377,-0.321716281,1.362596808,-0.195421949,1.971870245,0.039964193,-0.616078587,-0.690754253,-0.260303554,0.497629175,0.070463877,0.037287949,-0.391696501,-0.397262964,-0.499416342,-0.017758923,-0.023145983,0.181714035,-0.772013192,0.000406961
205PS0138,Santa Clara,17693219,2205.5004,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.41051919,-122.1384988,269,1.4819,41590.80078,-0.593,0.2924,2126.300049,0.138733333,0.061866667,1.097933333,15.82067181,17.63999939,3.975333333,0.3104,491.5238,7.003766667,Perennial,0,0,0,16.3265,37.9829,38.6208,83.6735,23.7033,20.4654,5.218062819,4.577566316,4.443498155,7,47,47,16.1706952,0,2,2,NA,NA,NA,FALSE,TRUE,104.1447333,0.045533333,0.045533333,0.273333333,0,540.3221333,278.2486667,56.85393333,9.448633333,45.32653333,83.81356642,0,83.81356642,24.27965038,0,1.1817,287,2,NA,NA,1.199224921,Not detected,0,32,348.8631179,1163.151515,2000,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,CH,Calibration,StressCal,-0.85750625,-1.208473088,52.83031746,PSA,NA,10.64449698,10.67230444,0.344429348,NA,0.828686001,-0.633569651,-0.09388143,19.79783016,-0.075357653,-0.771311849,-505.7931164,-503.1164396,-17.20710783,-6.848792085,-0.984704862,-15.04203115,-0.022411194,0.049628065,-1.05262862,-608.0601437,-607.698695,0.090261166,0.089549349,43.22525618,-5.076551355,80.97814257,-67.76119334,-1.110553403,-45574.47976,-61.19735626,-0.498754818,-27.33980308,1.903048485,-0.077427518,-1.365135365,2.043359642,-1.947097795,-0.502862261,-0.837079805,-3.120359445,-0.637926511,-0.566924286,1.90261283,-0.527016144,2.027989657,0.831579001,-1.249902842,-0.66183589,0.349940368,-0.191634866,0.260160657,0.412250979,-0.692954681,-0.56264159,0.44319091,0.177857456,-0.105871667,-0.026289303,-0.033702514,0.00035989
205SAR057,Santa Clara,17693061,2205.5004,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.27769288,-122.0115073,885.9300003,1.4659,42881.69922,-0.4026,0.215,2209.699951,0.1425,0.1164,3.5101,26.676077,95.06999969,4.7961,0.5887,843.5577,10.5027,Perennial,0,0,0.0978,15.0338,38.2188,12.3469,84.6284,32.0359,6.7672,12.08328209,8.913013413,4.00674809,4,15,40,0,0,1,1,0,NA,NA,FALSE,TRUE,95.7762,0.0446,0.0388,0.2622,1.303,1040.7705,275.3333,61.4074,9.8025,58.8929,56.05509311,0,56.05509311,43.94461691,0,6.98643,981,3,NA,NA,1.426121962,Not detected,0,37,322,1160.637561,2000,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,CH,Validation,StressVal,-0.845880474,-0.934009711,NA,NA,NA,11.09221563,10.67230444,0.283181085,NA,4.323609367,0.249609426,0.179194891,10.37366335,0.152526041,0.35788472,0.286099164,-161.2095422,-16.92869314,-1.944240184,-0.584805207,-3.884747496,-0.037681054,-0.024872938,1.055439162,20.18133797,20.18311012,0.377225177,0.10071949,15.54684672,-7.355754211,53.44825542,-46.79319722,-0.292534042,-43758.12141,51.09406592,-0.235720138,-53.2181662,0.615851311,1.021891725,0.108754477,0.641709389,-0.844756962,-0.195108125,-0.435570245,-3.051263089,-0.816821925,0.182469613,-0.105197085,-0.446497718,1.3657771,-0.025590977,-0.580397973,-0.779721413,0.191625497,-0.645858962,-0.008277923,0.362184377,-0.57583048,-0.655074783,0.431527257,-0.873605946,-0.256962197,-0.18048269,0.06268522,-1.95E-05
205SAR060,Santa Clara,17693061,2205.5004,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.27220468,-122.0163283,879.8399963,1.466633333,42881.69922,0.561033333,0.255766667,2209.699951,0.131666667,0.3996,2.479266667,26.285477,101.1600037,2.6559,0.259133333,644.4914667,5.101133333,Perennial,0,0,0.0993,35.0814,30.9824,12.3742,64.9186,19.2079,5.5365,10.67520097,7.045013562,3.872405458,3,13,37,0,0,1,1,0,NA,NA,FALSE,TRUE,58.72006667,0.044666667,0.042733333,0.262566667,1.1146,818.2016333,284.2916667,55.3863,9.275,56.53363333,85.13402512,0,85.13402512,44.59763024,0,6.98643,981,3,NA,NA,1.419715863,Not detected,0,27,300,915.8728571,915.8728571,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,CH,Calibration,StressCal,-0.880194439,-0.398363652,NA,NA,NA,11.09919084,10.67230444,0.27544331,NA,-1.083243693,-1.894009919,-0.152180611,-26.67697171,1.118153575,0.163111248,-223.6480936,-356.4022312,-7.560882992,-8.00524098,-1.121921151,-6.347312771,-0.036813915,0.016097308,0.006796568,17.5880119,17.58983995,0.914326579,0.06721107,44.57072207,-7.39802397,82.59611353,-46.33575531,-0.112788525,-43915.34232,54.90564789,-0.236329143,-75.26653909,1.911139883,1.852956807,-0.157768296,2.962786444,-1.91881815,1.051239252,-1.038540277,-2.569323688,0.101669134,-0.348150105,0.934802225,0.011718537,1.693386757,-0.01035037,-0.972525324,-0.620097516,0.262165505,-0.324500103,-0.01438039,0.232948855,-0.668113597,-0.312632012,0.239367965,-0.436537317,-0.04591385,-0.001673162,-0.370670607,-3.83E-05
205SAR070,Santa Clara,17693061,2205.5004,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.26146068,-122.0295198,855.9300003,1.4745,71392.79688,0.239633333,0.235366667,2153.800049,0.1436,0.296733333,2.855866667,25.244177,125.0699997,3.364666667,0.315833333,781.4833,6.547066667,Perennial,0,0.1704,0.1034,38.3495,15.9927,11.4898,58.835,5.184,3.1443,12.19929083,4.78535299,3.587928325,3,24,34,0,0,1,1,0,NA,NA,FALSE,TRUE,78.87203333,0.044633333,0.0427,0.262433333,1.2016,906.3896,281.6908667,57.0171,9.4418,57.2664,77.47608842,0,77.47608842,33.78571414,0,6.98643,981,3,NA,NA,1.402161217,Not detected,0,30,300,854.68,854.68,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,CH,Calibration,StressCal,-0.842543232,-0.52761903,NA,NA,NA,14.60380238,10.67230444,0.274153681,NA,0.349849352,-1.193171077,-0.100262044,-6.606272108,0.804227742,0.203636615,-140.47963,-215.9855488,-8.700912999,-6.576368261,-0.992646477,-6.221137977,-0.028115315,-0.003399204,0.311649397,4.556677099,4.558684919,0.790368956,0.106924908,36.84478939,-7.623435023,75.16728061,-57.60224047,0.375789335,-15940.92255,13.04728814,-0.234564659,-74.54615571,1.094141738,1.375148288,0.002183381,2.277040316,-1.777649723,0.950876682,-0.781391577,-2.840430646,-0.315468866,-0.037039163,0.979395256,0.183984424,1.433515703,-0.064214782,-0.42167621,-0.972586474,0.275745023,-0.445890407,-0.068382484,0.323026446,-0.574142517,-0.213933258,0.488679174,-0.002610193,-0.183884271,-0.051926529,-0.087177988,-2.41E-05
205SAR080,Santa Clara,17693069,2205.5005,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.25414468,-122.0421022,815.5200043,1.465433333,71392.79688,-0.649133333,0.209466667,2153.800049,0.138166667,0.0469,3.461233333,22.71954,165.4799957,4.049133333,0.443033333,813.7755,8.707533333,Perennial,0,0.1339,0.1149,40.9091,7.5839,7.6768,7.5261,0.6559,0.5625,5.619897536,3.089982953,2.868398493,5,30,30,0,0,1,1,0,NA,NA,FALSE,TRUE,100.9653333,0.044633333,0.0427,0.2624,1.266233333,1016.599167,277.4699333,60.33496667,9.595666667,58.60466667,68.31259361,0,68.31259361,47.53102255,0,6.7993,981,3,NA,NA,1.356399534,Not detected,0,27,297,918.01,918.01,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,CH,Validation,StressVal,-0.859282506,-1.328734567,NA,NA,NA,14.70880589,10.67230444,0.168574487,NA,2.498509196,-0.514125588,0.021744087,15.21567228,-0.072084133,0.164306879,-37.96578366,-192.0163071,-10.65145664,-3.634614744,-0.898946803,-6.150291292,-0.035453648,-0.027651246,0.792348925,-21.21521707,-21.2129564,-0.002360874,0.092262354,27.74440914,-8.101325295,66.3334599,-44.21059672,0.934850252,-16713.66194,35.40712028,-0.252156861,-75.29176466,0.278422231,0.678127569,-0.215115452,0.904459355,-1.065653589,0.382368088,-0.574612582,-3.229936132,-0.999989856,-0.480127123,0.622729895,0.244030801,1.258874768,0.197343209,-0.432210262,-0.71518609,0.143544368,-0.689905351,0.09738575,0.527842866,-0.387399162,-0.476432911,0.191275253,-0.23510746,-0.215505451,-0.214582929,-0.196415083,-2.91E-05
205STE020,Santa Clara,17693251,2205.5004,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.413554,-122.068495,876,1.456,38349.80078,1.3844,0.3037,2107.899902,0.131766667,0.631566667,1.480033333,62.29569147,6.92000008,1.9577,0.214033333,534.3611333,3.728233333,Perennial,0,0,0,10.515,10.6066,9.3418,89.485,89.3934,18.0973,17.7523742,17.53083215,4.76201031,4,26,72,0.921923727,0.077694094,0,4,NA,NA,NA,FALSE,TRUE,31.02413333,0.045466667,0.045466667,0.271466667,0.235033333,520.0982,265.0384667,51.09026667,8.6927,44.3518,87.39144911,0,87.39144911,37.82565266,0,15.804,883,3,NA,NA,1.794458011,Not detected,0,31,300,1150.978261,2000,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,NA,CH,Calibration,StressCal,-0.879864971,-0.199573923,NA,NA,NA,10.59092558,10.67230444,0.447996762,NA,-2.410315011,-2.608094471,-0.179303426,-53.77548248,1.901698856,-0.575823449,-516.4971623,-497.4505527,-31.88924072,-12.34020243,-1.674106863,-16.37703572,-0.048494827,0.060775261,-0.663962175,-20.06531545,-19.98412302,1.094381139,0.061427404,47.29152948,-5.578240926,84.19914917,-52.41555926,-2.09570468,-47709.90675,-93.0598544,0.071477704,-74.64893761,3.113533434,2.164199654,-0.064227021,4.368564282,-2.460438564,0.289478099,-1.344690186,-1.722666447,-0.04344811,0.162047146,1.587591073,-0.045437532,1.783542635,-0.031135286,-1.018977285,-0.863095213,0.076276405,-0.017399424,0.177022487,-0.001169994,-0.576549151,-0.339168428,-0.362807776,-0.039346268,-0.175025475,0.084303138,-0.246226553,5.72E-05
